Team,Medal
China,Gold
China,Gold
China,Gold
China,Gold
China,Gold
Chinese Taipei,Gold
Chinese Taipei,Silver
Chinese Taipei,Silver
Chinese Taipei,Bronze
China,Gold
China,Silver
China,Gold
China,Gold
China,Bronze
China,Gold
China,Gold
China,Gold
China,Gold
China,Gold
China,Silver
China,Gold
China,Silver
China,Bronze
China,Bronze
China,Gold
China,Silver
China,Silver
China,Bronze
China,Gold
China,Gold
China-1,Silver
France,Silver
Italy,Bronze
Italy,Bronze
Soviet Union,Bronze
Australia,Silver
United States,Gold
United States,Gold
China,Gold
China,Bronze
China,Bronze
China,Silver
China,Silver
China,Bronze
Thailand,Bronze
Malaysia,Silver
Russia,Gold
Russia,Gold
Russia,Silver
Russia,Bronze
Russia,Silver
Russia,Gold
Kenya,Bronze
Russia,Silver
Soviet Union,Bronze
Soviet Union,Gold
Unified Team,Silver
Russia,Gold
Russia,Silver
Russia,Silver
Soviet Union,Silver
Soviet Union,Gold
Soviet Union,Bronze
Soviet Union,Silver
Russia,Gold
Soviet Union,Bronze
Soviet Union,Bronze
Ukraine,Bronze
Russia,Silver
Russia,Bronze
Belarus,Bronze
Unified Team,Bronze
Soviet Union,Silver
Soviet Union-2,Silver
Soviet Union,Bronze
Russia,Bronze
Russia,Gold
Soviet Union,Gold
Ukraine,Silver
Soviet Union,Bronze
Russia,Bronze
Soviet Union,Gold
Russia,Bronze
Russia,Bronze
Soviet Union,Bronze
Soviet Union,Gold
Soviet Union,Silver
Soviet Union,Gold
Soviet Union,Gold
Soviet Union,Silver
Soviet Union,Silver
Soviet Union,Gold
Soviet Union,Silver
Argentina,Silver
Australia,Gold
Kenya,Silver
Kenya,Bronze
Kenya,Gold
Kenya,Silver
Bulgaria,Silver
Uzbekistan,Gold
New Zealand,Gold
Soviet Union,Gold
Australia,Bronze
United States,Silver
Soviet Union,Bronze
India,Gold
Soviet Union,Silver
Netherlands,Silver
France,Gold
Chinese Taipei,Bronze
Chinese Taipei,Bronze
United States,Bronze
Italy,Silver
Chinese Taipei,Silver
Italy,Silver
Italy,Gold
Belgium,Bronze
Brazil,Silver
Italy,Bronze
Italy,Silver
Italy,Silver
Russia,Bronze
Russia,Gold
Zimbabwe,Gold
Romania,Bronze
Japan,Silver
Italy,Bronze
Italy,Silver
Romania,Bronze
Russia,Gold
Russia,Silver
Lebanon,Silver
Soviet Union,Bronze
Soviet Union,Silver
Soviet Union,Silver
Soviet Union,Silver
France-1,Bronze
Canada-1,Bronze
Great Britain,Bronze
United States,Bronze
Kazakhstan,Bronze
France,Silver
Mongolia,Bronze
Soviet Union,Gold
Japan,Bronze
Kazakhstan,Gold
Russia,Bronze
Romania,Gold
United States,Silver
Romania,Bronze
Soviet Union,Bronze
Cuba,Bronze
Cuba,Bronze
Soviet Union,Bronze
Soviet Union,Gold
Soviet Union,Silver
United States,Bronze
United States,Silver
Poland,Bronze
United States,Bronze
South Korea,Gold
South Korea,Gold
France,Silver
Soviet Union,Gold
Soviet Union,Bronze
France,Silver
North Korea,Silver
South Korea,Silver
South Korea,Bronze
North Korea,Gold
South Korea,Silver
South Korea,Silver
South Korea,Silver
South Korea,Gold
South Korea,Silver
South Korea,Gold
South Korea,Silver
South Korea,Silver
South Korea,Gold
South Korea,Silver
South Korea,Bronze
South Korea,Silver
South Korea,Silver
South Korea,Gold
South Korea,Bronze
South Korea,Gold
South Korea,Gold
South Korea,Silver
South Korea,Silver
Bulgaria,Bronze
Russia,Silver
Russia,Bronze
Soviet Union,Gold
Lithuania,Bronze
North Korea,Bronze
Mexico,Bronze
Australia,Bronze
Tajikistan,Bronze
China,Silver
Spain,Bronze
Spain,Gold
France,Gold
United States,Gold
United States,Silver
United States,Bronze
Norway,Bronze
Denmark,Bronze
New Zealand,Gold
United States,Gold
Denmark,Silver
Denmark,Silver
United States,Bronze
United States,Gold
United States,Gold
Devon and Somerset Wanderers,Gold
United States,Silver
United States,Gold
Denmark,Bronze
United States,Silver
Atlanta,Gold
Denmark,Gold
Germany,Silver
Denmark,Bronze
Great Britain,Silver
Great Britain,Silver
Great Britain,Gold
Australia,Silver
United States,Gold
Denmark,Silver
Denmark,Bronze
India,Bronze
Poland,Silver
United States,Silver
United States,Bronze
United States,Silver
United States,Silver
Chinese Taipei,Gold
Chinese Taipei,Bronze
Soviet Union,Bronze
Soviet Union,Silver
Soviet Union,Silver
Russia,Bronze
Soviet Union,Gold
Soviet Union,Gold
Russia,Silver
Soviet Union,Gold
Soviet Union,Gold
Soviet Union,Gold
Soviet Union,Silver
Soviet Union,Silver
Soviet Union,Gold
Soviet Union,Gold
Soviet Union,Gold
Soviet Union,Silver
Soviet Union,Gold
Soviet Union,Bronze
Soviet Union,Gold
Soviet Union,Gold
Soviet Union,Gold
Nigeria,Gold
Nigeria,Bronze
Soviet Union,Bronze
Soviet Union,Silver
Soviet Union,Gold
Unified Team,Gold
United States,Bronze
Soviet Union,Bronze
Russia,Bronze
Angelita,Gold
Unified Team,Gold
Germany,Silver
Soviet Union,Gold
Poland,Gold
Argentina,Bronze
Poland,Bronze
Italy,Bronze
Poland,Bronze
Venilia,Bronze
France,Bronze
Brazil,Gold
Brazil,Bronze
Brazil,Bronze
Poland,Bronze
Poland,Silver
Poland,Gold
East Germany,Gold
East Germany,Gold
Poland,Bronze
Poland,Bronze
Uruguay,Bronze
Romania,Bronze
Italy,Gold
Yugoslavia,Silver
Brazil,Silver
Brazil,Bronze
Germany,Gold
Spain,Bronze
Romania,Bronze
Romania,Bronze
Italy,Silver
Romania,Bronze
Yugoslavia,Bronze
Yugoslavia,Silver
Romania,Bronze
Italy,Gold
United States,Gold
Italy,Gold
Serbia and Montenegro,Bronze
Serbia and Montenegro,Silver
Serbia,Bronze
Moldova,Bronze
Australia,Bronze
Italy,Silver
France,Bronze
Soviet Union,Bronze
Italy,Silver
Romania,Bronze
Romania,Silver
Pistoja/Firenze,Bronze
Belgium,Bronze
Germany,Gold
Sweden,Bronze
Sweden,Bronze
Belgium,Silver
Belgium,Bronze
Great Britain,Gold
Great Britain,Gold
Great Britain,Bronze
Great Britain,Gold
Great Britain,Silver
United States,Gold
United States,Bronze
United States,Silver
United States,Silver
United States,Bronze
Great Britain,Silver
Canada,Bronze
United States,Silver
Australia,Silver
United States,Silver
United States,Gold
United States,Gold
United States,Gold
United States,Gold
Great Britain,Silver
Canada,Silver
United States,Gold
United States,Bronze
United States,Bronze
United States,Gold
South Africa,Bronze
United States,Bronze
United States,Bronze
United States,Gold
New Zealand,Silver
Great Britain,Silver
Great Britain,Gold
United States,Silver
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
Jamaica,Bronze
Canada,Bronze
Canada,Bronze
Great Britain,Bronze
Great Britain,Gold
United States,Gold
Australia,Bronze
Canada,Bronze
Bahamas,Silver
Bahamas,Gold
Great Britain,Bronze
France,Bronze
United States,Gold
France,Gold
France,Bronze
Brazil,Silver
Brazil,Bronze
India,Gold
India,Gold
India,Gold
India,Silver
Denmark,Gold
Spain,Silver
Spain,Bronze
United States,Gold
United States,Silver
United States,Gold
United States,Gold
Great Britain,Silver
Great Britain,Bronze
United States,Bronze
United States,Silver
United States,Silver
Australia,Gold
United States,Gold
United States,Silver
United States,Gold
United States,Gold
United States,Gold
Australia,Gold
United States,Silver
United States,Gold
United States,Gold
Great Britain,Silver
United States,Gold
Canada,Bronze
Canada,Silver
Great Britain,Gold
France,Silver
France,Silver
Spain,Silver
Great Britain,Gold
Belgium,Gold
Belgium,Gold
Belgium,Gold
Belgium,Bronze
France,Silver
United States,Bronze
United States,Gold
United States,Silver
France,Silver
Belgium,Silver
Poland,Gold
Poland,Silver
United States,Gold
Romania,Silver
Romania,Bronze
United States,Bronze
Great Britain,Silver
Great Britain,Gold
United States,Bronze
Australia,Bronze
New Zealand,Silver
Cuba,Silver
Spain,Silver
United States,Bronze
France,Bronze
France,Silver
France-1,Silver
United States,Gold
United States,Gold
United States,Bronze
Great Britain,Bronze
Great Britain,Bronze
United States,Gold
United States,Gold
Canada,Bronze
Canada,Silver
Canada,Gold
Canada,Bronze
Canada,Silver
Canada,Silver
Great Britain,Bronze
Romania,Silver
Romania,Bronze
Great Britain,Silver
Great Britain,Gold
Great Britain,Silver
Great Britain,Gold
"Osborne Swimming Club, Manchester",Gold
United States,Silver
France,Bronze
Poland,Bronze
United States,Silver
United States,Bronze
United States,Gold
United States,Gold
United States,Bronze
United States,Bronze
Romania,Silver
Romania,Bronze
Romania,Silver
Romania,Silver
Romania,Gold
Romania,Gold
Belgium,Silver
Spain,Silver
Spain,Gold
Romania,Bronze
Italy,Gold
United States,Bronze
New Zealand,Gold
United States,Silver
United States,Gold
United States,Gold
United States,Silver
United States,Bronze
France,Silver
Romania,Bronze
Romania,Bronze
New Zealand,Gold
New Zealand,Bronze
Italy,Silver
United States,Gold
France,Bronze
France,Bronze
France,Bronze
France,Gold
France,Gold
France,Silver
Australia,Silver
United States,Bronze
United States,Silver
United States,Bronze
New Zealand,Gold
United States,Silver
United States,Bronze
United States,Bronze
United States,Silver
United States,Gold
United States,Silver
Ancora,Gold
Netherlands,Gold
United States,Bronze
Great Britain,Bronze
Italy,Silver
United States-2,Bronze
United States,Silver
Argentina,Bronze
Great Britain,Silver
Great Britain,Bronze
Canada,Gold
United States,Silver
Sweden,Bronze
Switzerland,Gold
United States,Silver
United States,Bronze
France,Gold
Belgium,Gold
Italy,Gold
New Zealand,Gold
New Zealand,Silver
Italy,Silver
United States,Bronze
Australia,Bronze
Australia,Silver
United States,Bronze
United States,Silver
Switzerland,Silver
Italy,Gold
Argentina,Gold
Switzerland,Gold
Switzerland,Gold
Switzerland,Gold
Spain,Bronze
Italy,Bronze
West Germany,Gold
Italy,Silver
Spain,Bronze
Cuba,Gold
Australia,Silver
Canada,Bronze
Romania,Gold
Romania,Silver
Romania,Bronze
Romania,Gold
Romania,Gold
Romania,Silver
Romania,Silver
Romania,Gold
Romania,Gold
Italy,Bronze
Australia,Bronze
Italy,Gold
Italy,Gold
Italy,Gold
Italy,Silver
Gallant,Silver
Brazil,Bronze
Brazil,Gold
Great Britain,Silver
United States,Silver
Canada,Silver
United States,Gold
United States,Gold
Italy,Bronze
Italy,Bronze
China,Bronze
China,Silver
United States,Gold
Ireland,Bronze
United States,Silver
United States,Gold
Canada,Bronze
Wales-4,Bronze
Canada,Silver
United States,Gold
United States,Gold
United States,Bronze
United States,Gold
United States,Bronze
United States,Silver
United States,Bronze
United States,Gold
United States,Silver
United States,Bronze
United States,Bronze
Great Britain,Bronze
Germany,Silver
Brazil,Bronze
Brazil,Bronze
Great Britain,Bronze
United States,Silver
Italy,Gold
Italy,Silver
France,Silver
Romania,Silver
Romania,Bronze
Italy,Gold
Argentina,Bronze
Argentina,Bronze
Italy,Gold
Italy,Gold
Italy-1,Gold
Italy,Bronze
Venezuela,Bronze
Cuba,Gold
Cuba,Silver
Chile,Bronze
Italy,Silver
United States,Silver
United States,Bronze
Great Britain,Bronze
Great Britain,Gold
United States,Gold
United States,Gold
Great Britain,Silver
Canada,Gold
Great Britain,Gold
Australia,Silver
Great Britain,Silver
Great Britain,Bronze
Great Britain,Bronze
Great Britain,Silver
Canada,Bronze
Australia,Bronze
Australia,Silver
United States,Silver
United States,Silver
Great Britain,Gold
Australia,Silver
United States,Gold
Great Britain,Gold
United States,Silver
Great Britain,Bronze
Australia,Gold
Angelita,Gold
Australia,Gold
Great Britain,Gold
Great Britain,Gold
United States,Silver
United States,Gold
United States,Bronze
Great Britain,Silver
Great Britain,Silver
Great Britain,Bronze
Great Britain,Silver
Great Britain,Bronze
Great Britain,Bronze
Australia,Bronze
Great Britain,Gold
Great Britain,Gold
Belgium,Silver
Slovenia,Bronze
Slovenia,Gold
Slovenia,Silver
Slovenia,Bronze
United States,Silver
Great Britain,Gold
United States,Silver
United States,Gold
Argentina,Silver
Turkey,Bronze
Great Britain,Silver
Belgium,Gold
Belgium,Bronze
United States,Bronze
France,Silver
France,Gold
Yugoslavia,Silver
Spain,Silver
Romania,Gold
Great Britain,Gold
Australia,Silver
Brazil,Bronze
United States,Gold
Germany,Gold
Germany,Silver
Italy,Silver
France,Bronze
France,Silver
France,Silver
Italy,Gold
Italy,Gold
Italy,Silver
Italy,Bronze
Italy,Gold
Netherlands,Bronze
Netherlands,Silver
Netherlands,Bronze
India,Bronze
Taifun,Gold
United States,Gold
United States,Gold
Devon and Somerset Wanderers,Gold
Great Britain,Silver
Great Britain,Gold
Great Britain,Gold
Netherlands,Bronze
France,Silver
France,Bronze
Italy,Bronze
Mexico,Gold
Spain,Silver
Cuba,Gold
Cuba,Silver
United States,Silver
Spain,Bronze
United States,Gold
United States,Bronze
Italy,Bronze
Canada,Bronze
United States,Bronze
Canada,Bronze
Mexico,Gold
Spain,Silver
Uruguay,Bronze
France,Bronze
Germany,Silver
Venilia,Bronze
Yugoslavia,Silver
Yugoslavia,Silver
Yugoslavia,Gold
Romania,Bronze
Romania,Silver
Romania,Bronze
France,Bronze
Italy,Bronze
Spain,Bronze
Uruguay,Bronze
Uruguay,Bronze
Cuba,Gold
Cuba,Gold
Cuba,Gold
Italy,Gold
Italy,Gold
France,Gold
France,Gold
United States,Silver
United States,Gold
United States,Gold
United States,Gold
Australia,Bronze
United States,Gold
Italy,Gold
Italy,Gold
Belgium,Silver
Canada,Bronze
Canada,Bronze
Italy,Silver
France,Bronze
United States,Gold
Great Britain,Bronze
Great Britain,Bronze
Canada,Bronze
United States,Bronze
United States,Silver
United States,Gold
United States,Gold
United States,Silver
United States,Bronze
United States,Silver
United States,Bronze
United States,Gold
United States,Bronze
United States,Silver
United States,Bronze
United States,Gold
United States,Bronze
Belgium,Silver
United States,Gold
Switzerland,Silver
Switzerland,Bronze
Belgium,Bronze
France,Bronze
Canada,Bronze
France,Bronze
France,Silver
France,Gold
France,Bronze
Great Britain,Bronze
United States,Gold
United States,Gold
United States,Gold
Great Britain,Gold
France,Gold
France,Silver
France,Silver
France,Bronze
Australia,Gold
Australia,Silver
Australia,Bronze
Australia,Silver
Australia,Silver
New Zealand,Gold
Smyrna,Silver
Italy,Gold
Romania,Bronze
Romania,Gold
Romania,Silver
Romania,Gold
Romania,Bronze
Great Britain,Silver
Zimbabwe,Silver
Zimbabwe,Gold
Zimbabwe,Bronze
Zimbabwe,Silver
Zimbabwe,Gold
Zimbabwe,Silver
Zimbabwe,Silver
Great Britain,Gold
Great Britain,Bronze
United States,Silver
Great Britain,Bronze
New Zealand,Silver
Zimbabwe,Gold
United States,Silver
United States,Bronze
United States,Bronze
Australia,Silver
Australia,Gold
Belgium,Silver
Australia,Silver
United States,Gold
Netherlands,Bronze
Australia,Bronze
United States,Silver
United States,Gold
United States,Silver
Italy,Silver
United States,Bronze
United States,Gold
France,Silver
Great Britain,Gold
Great Britain,Gold
Australia,Gold
Belgium,Silver
Belgium,Bronze
Canada,Silver
United States,Gold
Australasia,Gold
United States,Gold
United States,Silver
United States,Gold
United States,Gold
United States,Gold
United States,Gold
Great Britain,Silver
Great Britain,Bronze
Sweden,Silver
Canada,Bronze
Germany,Gold
Australia,Silver
Australia,Gold
Australia,Gold
Australia,Silver
Spain,Gold
Spain,Silver
Spain,Bronze
Spain,Gold
Canada,Gold
Great Britain,Gold
Canada,Gold
Trinidad and Tobago,Gold
Canada,Gold
United States,Gold
United States,Silver
United States,Silver
Cuba,Bronze
"Osborne Swimming Club, Manchester",Gold
Australia,Gold
United States,Silver
United States,Bronze
United States,Silver
Spain,Bronze
Argentina,Silver
France,Gold
Great Britain,Silver
United States,Silver
Czechoslovakia,Silver
Santa Maria,Silver
Dormy-1,Gold
Argentina,Gold
Paraguay,Silver
Chile,Silver
Chile,Silver
Brazil,Silver
Brazil,Silver
Italy,Gold
United States,Bronze
Italy,Bronze
Yugoslavia,Silver
United States,Gold
United States,Bronze
United States,Silver
United States,Gold
United States,Gold
United States,Gold
United States,Silver
Great Britain,Gold
Great Britain,Silver
Great Britain,Bronze
Belgium,Silver
Great Britain,Bronze
Australia,Gold
United States,Silver
United States,Bronze
Germany,Bronze
Australia,Bronze
United States,Gold
Canada,Silver
Great Britain,Silver
Canada,Gold
United States,Silver
Canada,Gold
Canada,Gold
United States,Silver
United States,Silver
United States,Gold
Great Britain,Bronze
Great Britain,Gold
Great Britain,Silver
Great Britain,Bronze
United States,Bronze
United States-1,Silver
Australia,Bronze
Italy,Bronze
Italy,Silver
Canada,Silver
Canada,Silver
United States,Gold
United States,Bronze
Australia,Bronze
Australia,Silver
Australia,Gold
Canada,Bronze
Canada,Gold
Great Britain,Silver
Great Britain,Silver
East Germany,Bronze
East Germany,Gold
Netherlands,Bronze
Netherlands,Gold
Australia,Bronze
Great Britain,Bronze
Brazil,Silver
Spain,Silver
Cuba,Bronze
Brazil,Gold
Brazil,Silver
Brazil,Silver
Serbia,Bronze
Hungary,Gold
Hungary,Silver
Hungary,Bronze
Hungary,Gold
Hungary,Bronze
Hungary,Bronze
Hungary,Silver
Austria,Bronze
Hungary,Bronze
Hungary,Bronze
Hungary,Bronze
Hungary,Bronze
Hungary,Silver
Hungary,Silver
Hungary,Silver
Hungary,Bronze
Hungary,Silver
Hungary,Gold
Hungary,Silver
Hungary,Gold
Hungary,Bronze
Hungary,Silver
Hungary,Gold
Hungary,Gold
Hungary,Bronze
Hungary,Gold
Hungary,Bronze
Canada,Silver
Hungary,Bronze
Hungary,Gold
Hungary,Silver
Hungary,Silver
Hungary,Gold
Hungary,Bronze
Hungary,Silver
Hungary,Gold
Hungary,Gold
Hungary,Gold
Hungary,Bronze
Hungary,Silver
United States,Gold
United States,Bronze
Spain,Bronze
France,Gold
Italy,Bronze
Italy,Gold
Switzerland,Silver
Romania,Bronze
Czechoslovakia,Silver
Australia,Bronze
Yugoslavia,Gold
Switzerland,Bronze
Belgium,Bronze
Australia,Bronze
France,Bronze
France,Gold
United States,Silver
China,Bronze
China,Silver
Serbia,Gold
United States,Bronze
Croatia,Bronze
Great Britain,Bronze
Great Britain,Gold
Germany,Gold
Puerto Rico,Bronze
Cuba,Gold
Argentina,Bronze
Devon and Somerset Wanderers,Gold
United States,Silver
Great Britain,Silver
United States,Bronze
Great Britain,Silver
Great Britain,Silver
Azerbaijan,Bronze
Australia,Gold
United States,Silver
Germany,Silver
Italy,Bronze
Italy,Gold
Croatia,Bronze
Argentina,Bronze
Australia,Silver
France,Silver
Italy,Silver
United States,Silver
Great Britain,Silver
Scotia,Gold
Scotia,Gold
United States,Gold
United States,Gold
Great Britain,Gold
France,Silver
United States,Silver
United States,Gold
United States,Gold
Australia,Silver
United States,Gold
Argentina,Gold
Australia,Bronze
United States,Silver
Australia,Gold
Australia,Gold
Australia,Gold
Australia,Gold
Jamaica,Silver
Jamaica,Silver
Jamaica,Bronze
Great Britain,Bronze
Great Britain,Bronze
Romania,Gold
New Zealand,Bronze
Romania,Bronze
Romania,Silver
Canada,Gold
Yugoslavia,Silver
France,Bronze
Austria,Silver
Yugoslavia,Bronze
Yugoslavia,Silver
Czechoslovakia,Silver
Yugoslavia,Silver
Croatia,Silver
United States,Gold
Poland,Bronze
Poland,Bronze
Poland,Bronze
United States,Silver
East Germany,Silver
East Germany,Bronze
Hungary,Bronze
Hungary,Gold
Poland,Silver
Hungary,Gold
Hungary,Gold
Poland,Silver
Poland,Bronze
Germany-2,Gold
Poland,Gold
Argentina,Gold
France,Silver
France,Bronze
Italy,Gold
Italy,Gold
United States-2,Gold
Italy,Silver
Canada,Bronze
Italy,Silver
Great Britain,Gold
France,Bronze
Brazil,Bronze
Brazil,Silver
Brazil,Bronze
Brazil,Bronze
Brazil,Gold
Brazil,Gold
Brazil,Bronze
Brazil,Silver
Brazil,Bronze
Brazil,Silver
Brazil,Bronze
Brazil,Bronze
Brazil,Bronze
Brazil,Bronze
Brazil,Bronze
Brazil,Bronze
Portugal,Bronze
France,Silver
Iran,Gold
Niger,Bronze
Serbia,Bronze
Yugoslavia,Gold
Serbia,Bronze
Germany,Gold
Poland,Gold
Sweden,Gold
Great Britain,Bronze
South Africa,Silver
Romania,Bronze
Canada-1,Silver
Bulgaria,Gold
France,Bronze
Great Britain,Bronze
United States,Gold
United States,Bronze
Belgium,Bronze
Turkey,Gold
Turkey,Gold
Switzerland,Bronze
Sweden,Bronze
Norway,Bronze
Elisabeth V,Gold
Sweden,Bronze
Canada,Silver
Sweden,Gold
Sweden,Silver
Norway,Silver
Norway,Gold
Sweden,Silver
Norway,Silver
East Germany,Bronze
East Germany,Silver
China,Bronze
China,Bronze
Canada,Gold
Canada,Silver
Canada,Silver
Canada,Silver
Great Britain,Gold
Fiji,Gold
Italy-1,Silver
Italy,Gold
Italy,Silver
United States,Gold
United States,Gold
Czechoslovakia,Gold
United States,Silver
Great Britain,Bronze
Great Britain,Bronze
United States-1,Gold
Latvia,Silver
Yugoslavia,Silver
Yugoslavia,Gold
Yugoslavia,Bronze
Italy,Bronze
Italy,Gold
Italy,Bronze
Italy,Silver
Italy-1,Gold
Italy,Silver
Germany,Bronze
United States,Gold
Hungary,Gold
Hungary,Bronze
Australia,Gold
United States,Bronze
India,Gold
Great Britain,Silver
Denmark,Silver
France,Bronze
Greece,Bronze
France,Bronze
Italy,Bronze
Romania,Gold
Romania,Gold
Romania,Gold
Romania,Gold
Romania,Gold
Romania,Bronze
Italy,Silver
Italy,Gold
Brazil,Silver
Italy,Gold
Italy,Bronze
Italy,Bronze
East Germany,Bronze
Bulgaria,Bronze
Romania,Silver
Australia,Silver
France,Silver
Czechoslovakia,Silver
Czechoslovakia,Bronze
Czechoslovakia,Gold
Yugoslavia,Silver
South Korea,Bronze
Hungary,Silver
United States,Silver
United States,Bronze
United States,Gold
United States,Bronze
Nigeria,Bronze
Brazil,Silver
Brazil,Silver
Great Britain,Silver
Romania,Silver
East Germany,Gold
United States,Bronze
United States,Silver
United States,Gold
United States,Gold
New York Athletic Club #1-1,Gold
United States,Gold
United States,Gold
United States,Bronze
United States,Bronze
United States,Silver
United States,Bronze
United States,Bronze
Norway,Gold
Denmark,Silver
Soviet Union,Silver
Brazil,Silver
Russia,Gold
Russia,Silver
Russia,Gold
Soviet Union,Gold
Soviet Union,Silver
Serbia and Montenegro,Silver
France,Bronze
Canada,Silver
Ukraine,Bronze
West Germany-1,Bronze
East Germany,Silver
West Germany,Gold
West Germany,Bronze
Great Britain,Bronze
Great Britain,Gold
Brazil,Gold
Brazil,Silver
Brazil,Silver
United States,Gold
United States,Bronze
Great Britain,Bronze
Ukraine,Bronze
Mongolia,Bronze
Switzerland,Silver
Canada,Gold
Pakistan,Silver
Pakistan,Silver
Pakistan,Gold
Pakistan,Gold
India,Gold
France,Silver
Canada,Silver
Italy,Silver
Italy,Silver
United States,Gold
Canada,Bronze
United States,Silver
Australia,Silver
United States,Gold
Hungary,Gold
Hungary,Gold
Hungary,Gold
Hungary,Gold
France,Silver
France,Silver
Belgium,Bronze
United States,Silver
United States,Bronze
United States,Silver
Soviet Union,Bronze
Germany,Gold
Belarus,Bronze
Belarus,Silver
Russia,Silver
Yugoslavia,Silver
Yugoslavia,Gold
East Germany,Gold
East Germany,Bronze
East Germany,Silver
Japan,Gold
Russia,Bronze
Switzerland,Bronze
United States,Bronze
Belgium,Bronze
Denmark,Gold
France,Bronze
Soviet Union,Gold
France,Bronze
Norway,Gold
United States,Bronze
Australia,Gold
United States,Gold
United States,Gold
United States,Bronze
England-1,Silver
Great Britain,Gold
Cornwall,Silver
Brazil,Silver
France,Gold
Hungary,Silver
Norway,Silver
United States,Silver
United States,Gold
United States,Gold
United States,Silver
Mouchette-2,Silver
United States,Silver
United States,Gold
United States,Gold
Great Britain,Gold
Great Britain,Bronze
Great Britain,Silver
United States,Gold
Australia,Silver
Canada,Gold
Great Britain,Silver
New Zealand,Bronze
Australia,Gold
Australia,Bronze
Great Britain,Gold
Great Britain,Silver
Great Britain,Silver
Australia,Silver
Australia,Bronze
Australia,Bronze
Zimbabwe,Gold
Great Britain,Bronze
Great Britain,Bronze
United States,Gold
United States,Silver
United States,Gold
United States,Bronze
United States,Bronze
Spain,Bronze
United States,Bronze
Great Britain,Silver
United States,Gold
United States,Gold
United States,Gold
Australia,Bronze
Canada,Bronze
Jamaica,Silver
United States,Silver
United States,Silver
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Silver
United States,Silver
United States,Silver
United States,Silver
United States-1,Silver
United States-1,Gold
United States,Bronze
United States,Silver
United States,Silver
United States,Gold
United States,Gold
Norway,Bronze
Angelita,Gold
United States,Gold
New Zealand,Silver
United States,Gold
United States,Silver
United States,Gold
United States,Silver
Canada,Silver
Canada,Gold
Canada,Silver
Canada,Silver
United States,Gold
United States,Gold
Bahamas,Silver
Bahamas,Gold
Bahamas,Gold
Great Britain,Silver
Armenia,Bronze
Jamaica,Bronze
Belarus,Bronze
Soviet Union,Silver
Soviet Union,Gold
Soviet Union,Gold
Soviet Union,Gold
Unified Team,Gold
Russia,Gold
Russia,Gold
Russia,Gold
Russia,Gold
Russia,Gold
Ukraine,Bronze
Soviet Union,Gold
Soviet Union,Gold
Soviet Union,Silver
Canada,Gold
United States,Bronze
United States,Gold
United States,Bronze
United States,Bronze
Canada,Bronze
New Zealand,Silver
United States,Gold
Great Britain,Silver
Canada,Silver
Australia,Gold
United States,Bronze
Jamaica,Bronze
Jamaica,Silver
United States,Gold
Great Britain,Bronze
Canada,Gold
United States,Silver
New Zealand,Gold
Italy,Silver
Argentina,Silver
Italy,Gold
Italy,Bronze
Portugal,Bronze
Spain,Gold
Brazil,Bronze
Brazil,Bronze
France,Silver
France,Gold
Brazil,Bronze
Switzerland,Silver
Italy,Bronze
Netherlands,Gold
Netherlands,Bronze
Belgium,Gold
Netherlands,Gold
Belgium,Bronze
Netherlands,Bronze
France,Silver
France,Bronze
France,Bronze
France,Bronze
Italy,Silver
Belgium,Bronze
Netherlands,Gold
Netherlands,Silver
Netherlands,Gold
Netherlands,Gold
Netherlands,Gold
Netherlands,Silver
Netherlands,Gold
Netherlands,Gold
Netherlands,Silver
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Silver
France,Gold
France,Gold
France,Gold
Belgium,Bronze
United States,Bronze
United States,Bronze
France,Silver
France,Bronze
Belgium,Silver
Belgium,Silver
Belgium,Bronze
Belgium,Bronze
Germany,Gold
Belgium,Silver
Belgium,Silver
Belgium,Bronze
Italy,Gold
Spain,Silver
Spain,Silver
Brazil,Bronze
Belgium,Silver
United States/France,Silver
Netherlands,Gold
Netherlands,Gold
Netherlands,Silver
Canada,Bronze
Canada,Silver
Canada,Bronze
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Silver
Netherlands,Bronze
Belgium,Gold
Netherlands,Bronze
Netherlands,Bronze
Chile,Silver
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Silver
Netherlands,Gold
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Bronze
Canada,Silver
Canada,Bronze
South Africa,Bronze
Belgium,Silver
Belgium,Gold
Belgium,Gold
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Gold
Netherlands,Silver
Netherlands,Gold
France-1,Bronze
Spain,Silver
France,Gold
France,Gold
France,Gold
Argentina,Bronze
Argentina,Bronze
Peru,Silver
United States,Gold
Mexico,Bronze
Belgium,Gold
Sweden,Silver
Sweden,Bronze
Sweden,Silver
France,Bronze
Netherlands,Silver
Netherlands,Gold
Brazil,Bronze
Brazil,Silver
Brazil,Bronze
Netherlands,Bronze
Netherlands,Bronze
France,Gold
Italy,Bronze
Italy,Silver
Italy,Silver
Italia,Gold
Italy,Gold
Belgium,Silver
